Taxonomic groups,Genus,Species,European IUCN Red List Version 2021-3,Regional IUCN Red List Version 2005,Regional Red List of vascular plants 2022,Latitude,Longitude,Source,Resolution
Flora (vascular plants),Holcus,Holcus annuus,Near Threatened (NT),,Least Concern (LC),41.9039086624,-6.77561803038,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.9061617,-6.8599935,INaturalist,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.9669083967,-6.77342676373,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.9853739248,-6.79692515652,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.8372718863,-6.59728332157,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.939674201,-6.76231254302,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.976373897,-6.79723551725,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.8886177177,-6.92078231967,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.8660026044,-6.68054567484,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.8397275517,-6.71762564041,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.8484873305,-6.70526902091,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.9177544439,-6.57014895257,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.8912655254,-6.59525979219,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.9643565511,-7.13553056738,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.8492034688,-6.74137921133,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.9029646384,-6.72742918013,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.8958321641,-6.82411487157,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.8932438583,-6.69161335655,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.8785104457,-6.86085549258,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.8538987605,-6.99418575882,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.8967354899,-6.87230147471,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.8817595834,-6.57151393822,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.9761417288,-6.78517426455,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.8637316726,-7.04207134996,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.83709011414097,-6.6829474942897065,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.84584594392142,-6.670586975215425,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.85435414886435,-6.646186052169915,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.84608954187998,-6.682622625683936,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.85484527899052,-6.670260274234573,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.86457206808644,-6.706050927807732,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.89885285882894,-6.6204429635045985,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.88985391513247,-6.62077716160491,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.881103905356404,-6.633152998536772,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.86359958607805,-6.6578945534769165,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.86505074355228,-6.730129998166196,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.87452420493477,-6.753894452794556,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.87681740712818,-6.874318069334779,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.932567365382376,-6.96895508149733,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.890224243080375,-7.126988016502596,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.907832128930814,-7.102360264130098,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.92563563400014,-7.08977275339237,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.92603431423441,-7.113880660476305,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.93562481206663,-7.149783207320316,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.93581852173915,-7.161839394267218,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus lanatus,Not Evaluated (NE),,Not Evaluated (NE),41.94482052976463,-7.1615807504621305,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.9669083967,-6.77342676373,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.9486740734,-6.76199766952,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.9853739248,-6.79692515652,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.8962863525,-6.84820789754,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.9177544439,-6.57014895257,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.8912655254,-6.59525979219,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.8875110071,-6.86055512358,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.8958321641,-6.82411487157,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.9576739297,-6.76168265238,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.9676046828,-6.80960543537,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.7467765182,-6.57661053448,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.8932438583,-6.69161335655,SP Botânica,GPS
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.83709011414097,-6.6829474942897065,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.84584594392142,-6.670586975215425,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.85435414886435,-6.646186052169915,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.84608954187998,-6.682622625683936,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.85484527899052,-6.670260274234573,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.86457206808644,-6.706050927807732,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.89885285882894,-6.6204429635045985,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.88985391513247,-6.62077716160491,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.881103905356404,-6.633152998536772,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.86359958607805,-6.6578945534769165,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.86505074355228,-6.730129998166196,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.87452420493477,-6.753894452794556,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.87681740712818,-6.874318069334779,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.932567365382376,-6.96895508149733,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.890224243080375,-7.126988016502596,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.907832128930814,-7.102360264130098,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.92563563400014,-7.08977275339237,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.92603431423441,-7.113880660476305,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.93562481206663,-7.149783207320316,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.93581852173915,-7.161839394267218,Floradata,1 Km
Flora (vascular plants),Holcus,Holcus mollis,Not Evaluated (NE),,Not Evaluated (NE),41.94482052976463,-7.1615807504621305,Floradata,1 Km
Flora (vascular plants),Hordeum,Hordeum geniculatum,Least Concern (LC),,Not Evaluated (NE),41.8960598896,-6.83616131527,SP Botânica,GPS
Flora (vascular plants),Hordeum,Hordeum geniculatum,Least Concern (LC),,Not Evaluated (NE),41.9586045504,-6.80991381853,SP Botânica,GPS
Flora (vascular plants),Hordeum,Hordeum geniculatum,Least Concern (LC),,Not Evaluated (NE),41.8637316726,-7.04207134996,SP Botânica,GPS
Flora (vascular plants),Hordeum,Hordeum geniculatum,Least Concern (LC),,Not Evaluated (NE),41.86457206808644,-6.706050927807732,Floradata,1 Km
Flora (vascular plants),Hordeum,Hordeum marinum,Least Concern (LC),,Not Evaluated (NE),41.8955381428,-6.8413898349,INaturalist,GPS
Flora (vascular plants),Hordeum,Hordeum murinum,Least Concern (LC),,Not Evaluated (NE),41.7994,-6.8842,GBIF,GPS
Flora (vascular plants),Hordeum,Hordeum murinum,Least Concern (LC),,Not Evaluated (NE),41.8372718863,-6.59728332157,SP Botânica,GPS
Flora (vascular plants),Hordeum,Hordeum murinum,Least Concern (LC),,Not Evaluated (NE),41.8886177177,-6.92078231967,SP Botânica,GPS
Flora (vascular plants),Hordeum,Hordeum murinum,Least Concern (LC),,Not Evaluated (NE),41.8397275517,-6.71762564041,SP Botânica,GPS
Flora (vascular plants),Hordeum,Hordeum murinum,Least Concern (LC),,Not Evaluated (NE),41.8472685623,-6.64508831316,SP Botânica,GPS
Flora (vascular plants),Hordeum,Hordeum murinum,Least Concern (LC),,Not Evaluated (NE),41.9029646384,-6.72742918013,SP Botânica,GPS
Flora (vascular plants),Hordeum,Hordeum murinum,Least Concern (LC),,Not Evaluated (NE),41.8960598896,-6.83616131527,SP Botânica,GPS
Flora (vascular plants),Hordeum,Hordeum murinum,Least Concern (LC),,Not Evaluated (NE),41.9586045504,-6.80991381853,SP Botânica,GPS
Flora (vascular plants),Hordeum,Hordeum murinum,Least Concern (LC),,Not Evaluated (NE),41.7555212106,-6.56425386468,SP Botânica,GPS
Flora (vascular plants),Hordeum,Hordeum murinum,Least Concern (LC),,Not Evaluated (NE),41.8817595834,-6.57151393822,SP Botânica,GPS
Flora (vascular plants),Hordeum,Hordeum murinum,Least Concern (LC),,Not Evaluated (NE),41.9447455563,-7.03959371113,SP Botânica,GPS
Flora (vascular plants),Hordeum,Hordeum murinum,Least Concern (LC),,Not Evaluated (NE),41.84584594392142,-6.670586975215425,Floradata,1 Km
Flora (vascular plants),Hordeum,Hordeum murinum,Least Concern (LC),,Not Evaluated (NE),41.86457206808644,-6.706050927807732,Floradata,1 Km
Flora (vascular plants),Hordeum,Hordeum murinum,Least Concern (LC),,Not Evaluated (NE),41.86505074355228,-6.730129998166196,Floradata,1 Km
Flora (vascular plants),Hordeum,Hordeum murinum,Least Concern (LC),,Not Evaluated (NE),41.87452420493477,-6.753894452794556,Floradata,1 Km
Flora (vascular plants),Hordeum,Hordeum murinum,Least Concern (LC),,Not Evaluated (NE),41.907832128930814,-7.102360264130098,Floradata,1 Km
Flora (vascular plants),Hordeum,Hordeum murinum,Least Concern (LC),,Not Evaluated (NE),41.92563563400014,-7.08977275339237,Floradata,1 Km
Flora (vascular plants),Hordeum,Hordeum murinum,Least Concern (LC),,Not Evaluated (NE),41.92603431423441,-7.113880660476305,Floradata,1 Km
Flora (vascular plants),Hordeum,Hordeum murinum,Least Concern (LC),,Not Evaluated (NE),41.93581852173915,-7.161839394267218,Floradata,1 Km
Flora (vascular plants),Hordeum,Hordeum murinum,Least Concern (LC),,Not Evaluated (NE),41.94482052976463,-7.1615807504621305,Floradata,1 Km
Flora (vascular plants),Humulus,Humulus lupulus,Least Concern (LC),,Not Evaluated (NE),41.8652777778,-7.1188888889,INaturalist,GPS
Flora (vascular plants),Humulus,Humulus lupulus,Least Concern (LC),,Not Evaluated (NE),41.865278,-7.118889,GBIF,GPS
Flora (vascular plants),Humulus,Humulus lupulus,Least Concern (LC),,Not Evaluated (NE),41.8978362336,-6.93253778888,SP Botânica,GPS
Flora (vascular plants),Humulus,Humulus lupulus,Least Concern (LC),,Not Evaluated (NE),41.8492034688,-6.74137921133,SP Botânica,GPS
Flora (vascular plants),Humulus,Humulus lupulus,Least Concern (LC),,Not Evaluated (NE),41.8661051908,-7.18658418605,SP Botânica,GPS
Flora (vascular plants),Humulus,Humulus lupulus,Least Concern (LC),,Not Evaluated (NE),41.8602843577,-6.84941584999,SP Botânica,GPS
Flora (vascular plants),Humulus,Humulus lupulus,Least Concern (LC),,Not Evaluated (NE),41.8662947805,-7.1986276948,SP Botânica,GPS
Flora (vascular plants),Humulus,Humulus lupulus,Least Concern (LC),,Not Evaluated (NE),41.8429538123,-6.88612920861,SP Botânica,GPS
Flora (vascular plants),Humulus,Humulus lupulus,Least Concern (LC),,Not Evaluated (NE),41.8649411474,-7.11432559675,SP Botânica,GPS
Flora (vascular plants),Humulus,Humulus lupulus,Least Concern (LC),,Not Evaluated (NE),41.8969581644,-6.88434846809,SP Botânica,GPS
Flora (vascular plants),Humulus,Humulus lupulus,Least Concern (LC),,Not Evaluated (NE),41.8841098766,-7.18607499501,SP Botânica,GPS
Flora (vascular plants),Humulus,Humulus lupulus,Least Concern (LC),,Not Evaluated (NE),41.8572923549,-7.1988804288,SP Botânica,GPS
Flora (vascular plants),Humulus,Humulus lupulus,Least Concern (LC),,Not Evaluated (NE),41.9160546045,-6.94400769045,SP Botânica,GPS
Flora (vascular plants),Humulus,Humulus lupulus,Least Concern (LC),,Not Evaluated (NE),41.943487107,-6.96725269578,SP Botânica,GPS
Flora (vascular plants),Humulus,Humulus lupulus,Least Concern (LC),,Not Evaluated (NE),41.86505074355228,-6.730129998166196,Floradata,1 Km
Flora (vascular plants),Humulus,Humulus lupulus,Least Concern (LC),,Not Evaluated (NE),41.87452420493477,-6.753894452794556,Floradata,1 Km
Flora (vascular plants),Hyacinthoides,Hyacinthoides hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.9853739248,-6.79692515652,SP Botânica,GPS
Flora (vascular plants),Hyacinthoides,Hyacinthoides hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.8932438583,-6.69161335655,SP Botânica,GPS
Flora (vascular plants),Hyacinthoides,Hyacinthoides hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.8978362336,-6.93253778888,SP Botânica,GPS
Flora (vascular plants),Hyacinthoides,Hyacinthoides hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.8931121963,-7.18582022532,SP Botânica,GPS
Flora (vascular plants),Hyacinthoides,Hyacinthoides hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.8448973851,-6.99446704289,SP Botânica,GPS
Flora (vascular plants),Hyacinthoides,Hyacinthoides hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.9005161955,-6.60696735166,SP Botânica,GPS
Flora (vascular plants),Hyacinthoides,Hyacinthoides hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.9289300492,-7.17274475783,SP Botânica,GPS
Flora (vascular plants),Hyacinthoides,Hyacinthoides hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.8929211645,-7.17377176576,SP Botânica,GPS
Flora (vascular plants),Hyacinthoides,Hyacinthoides hispanica,Not Evaluated (NE),,Not Evaluated (NE),41.8725272176,-7.02975293054,SP Botânica,GPS
Flora (vascular plants),Hyacinthoides,Hyacinthoides paivae,Not Evaluated (NE),,Not Evaluated (NE),41.9576739297,-6.76168265238,SP Botânica,GPS
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.8081101619697,-6.587694046720096,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.81710901596521,-6.587356174055447,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.88010053607143,-6.584986750385164,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.88909925922766,-6.584647643882497,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.7718615419795,-6.577023003010546,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.77160724490707,-6.565002160778323,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.83136665636285,-6.85173937519737,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.84681277513354,-6.7187304624149,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.81933331985577,-6.695627537580316,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.85508895343744,-6.6822976090134905,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.81786177900619,-6.623445270566885,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.81761211660013,-6.611415419057837,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.78985920541612,-6.576344978119461,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.79885801258749,-6.576005734016775,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.849815709832065,-6.8752126491045376,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.84959227819587,-6.863174721528659,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.84657295752974,-6.706694370049506,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.85557252087865,-6.706372722233772,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.817361195571365,-6.599385719965966,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.85791471779795,-6.826756962328251,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.866915000455485,-6.826452024414883,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.86457206808644,-6.706050927807732,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.818110182744434,-6.635475273728869,ATLAS Amphibia&Reptilia,1 Km
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.888822,-6.585711,ICNF,GPS
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.884547,-6.596147,ICNF,GPS
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.880853,-6.601614,ICNF,GPS
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.873433,-6.574317,ICNF,GPS
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.876908,-6.563717,ICNF,GPS
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.812856,-6.589169,ICNF,GPS
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.962608,-6.768544,ICNF,GPS
Amphibians,Hyla,Hyla molleri,Least Concern (LC),Not Evaluated (NE),,41.922483,-6.878664,ICNF,GPS
